,text
4139,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 
4140,I'm glad. You are following your dreams.
4141,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?"
4142,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M
4143,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates
4144,I'm working technical support :)voice process.networking field.
4145,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.
4146,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...
4147,Jus finish bathing...
4148,FREE entry into our å£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
4149,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?"
4150,No shoot me. I'm in the docs waiting room. :/
4151,Oh k...i'm watching here:)
4152,Small problem in auction:)punj now asking tiwary
4153,Sorry i din lock my keypad.
4154,U wan 2 haf lunch i'm in da canteen now.
4155,Where's my boytoy? I miss you ... What happened?
4156,Boy you best get yo ass out here quick
4157,Dude im no longer a pisces. Im an aquarius now.
4158,Where @
4159,Convey my regards to him
4160,Would really appreciate if you call me. Just need someone to talk to.
4161,Minimum walk is 3miles a day.
4162,Lol that's different. I don't go trying to find every real life photo you ever took.
4163,Geeeee ... I love you so much I can barely stand it
4164,Then what about further plan?
4165,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
4166,"Come round, it's . "
4167,Sitting ard nothing to do lor. U leh busy w work?
4168,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?
4169,Filthy stories and GIRLS waiting for your
4170,Wen did you get so spiritual and deep. That's great
4171,I meant middle left or right?
4172,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv
4173,"Not for possession, especially not first offense"
4174,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?
4175,K..k..i'm also fine:)when will you complete the course?
4176,I didnt get anything da
4177,No screaming means shouting..
4178,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta."
4179,"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ..."
4180,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
4181,"Latest News! Police station toilet stolen, cops have nothing to go on!"
4182,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life
4183,TBS/PERSOLVO. been chasing us since Sept forå£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.
4184,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
4185,Love it! I want to flood that pretty pussy with cum...
4186,"Yes, princess. Toledo."
4187,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call."
4188,"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:\Dont wake up early in d mrng'' GOOD night"""
4189,Sounds great! Im going to sleep now. Have a good night!
4190,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?
4191,"\NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT\"""""
4192,Haha... can... But i'm having dinner with my cousin...
4193,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?\""ham"""
4194,This message is brought to you by GMW Ltd. and is not connected to the
4195,Good morning pookie pie! Lol hope I didn't wake u up
4196,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff."
4197,How? Izzit still raining?
4198,I will come tomorrow di
4199,I am in a marriage function
4200,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:)
4201,Ok u can take me shopping when u get paid =D
4202,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply"
4203,"Dizzamn, aight I'll ask my suitemates when I get back"
4204,"Sorry man, my stash ran dry last night and I can't pick up more until sunday"
4205,Is ur paper today in e morn or aft?
4206,Nvm take ur time.
4207,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.
4208,I just lov this line: \Hurt me with the truth
4209,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX
4210,Still otside le..u come 2morrow maga..
4211,.Please charge my mobile when you get up in morning.
4212,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj"
4213,You're gonna have to be way more specific than that
4214,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.
4215,"Haha, my friend tyler literally just asked if you could get him a dubsack"
4216,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs"
4217,How much is blackberry bold2 in nigeria.
4218,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\"""""
4219,* Thought I didn't see you.
4220,K. I will sent it again
4221,"sorry, no, have got few things to do. may be in pub later."
4222,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*
4223,Most of the tiime when i don't let you hug me it's so i don't break into tears.
4224,Hi dear we saw dear. We both are happy. Where you my battery is low
4225,Ok lor thanx... ÌÏ in school?
4226,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?"
4227,Anything lor. Juz both of us lor.
4228,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p"
4229,Howz that persons story
4230,"Ok omw now, you at castor?"
4231,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2"
4232,Super da:)good replacement for murali
4233,"I think we're going to finn's now, come"
4234,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs
4235,Its like that hotel dusk game i think. You solve puzzles in a area thing
4236,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end"
4237,S..antha num corrct dane
4238,Did you try making another butt.
4239,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
4240,88800 and 89034 are premium phone services call 08718711108
4241,How much i gave to you. Morning.
4242,Er yep sure. Props?
4243,It only does simple arithmetic not percentages.
4244,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend."
4245,Ok... Help me ask if she's working tmr a not?
4246,Just finished eating. Got u a plate. NOT leftovers this time.
4247,Neva mind it's ok..
4248,I sent your maga that money yesterday oh.
4249,Carry on not disturbing both of you
4250,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? 
4251,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.
4252,"URGENT! Your mobile number *************** WON a å£2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm"
4253,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
4254,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time..."
4255,Ok
4256,Anything lor if they all go then i go lor...
4257,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar
4258,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
4259,I'm serious. You are in the money base
4260,Match started.india  &lt;#&gt;  for 2
4261,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive å£5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else...."
4262,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.
4263,Was doing my test earlier. I appreciate you. Will call you tomorrow.
4264,"Aight, text me tonight and we'll see what's up"
4265,"K I'm leaving soon, be there a little after 9"
4266,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
4267,Stop the story. I've told him i've returned it and he's saying i should not re order it.
4268,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?
4269,I think just yourself Û_Thanks and see you tomo
4270,No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.
4271,Mum ask Ì_ to buy food home...
4272,"ItÛ÷s reassuring, in this crazy world."
4273,Id onluy matters when getting on from offcampus
4274,You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p
4275,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me"
4276,Have your lunch and come quickly and open the door:)
4277,You are right. Meanwhile how's project twins comin up
4278,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?"
4279,You call him and tell now infront of them. Call him now.
4280,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.
4281,YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
4282,Would me smoking you out help us work through this difficult time
